,precio,precio_rel,producto,link,Q,precio_medida,medida,Q_medida
3031,2.46,0.98 /100ml,Gomina xtrema 'Control Total' Giorgi 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 250 ml.,0.98,100ml,2.51
3032,4.07,1.63 /100ml,Desodorante en spray antitranspirante 48h para piel sensible con crema hidratante Original Dove 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 250 ml.,1.63,100ml,2.497
3033,2.39,0.20 /ud,Toallitas intimas delicadas Chilly 12 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 12 ud.,0.2,ud,11.95
3034,0.72,1.44 /100ml,Desodorante roll-on sport antitranspirante 48h 0% alcohol Carrefour Men 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 50 ml.,1.44,100ml,0.5
3035,6.15,0.31 /ud,Compresas para perdidas de orina extra Ausonia Discreet 20 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 20 ud.,0.31,ud,19.839
3036,5.1,1.27 /100ml,Body milk reafirmante con vitamina C para piel seca Nivea Q10 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 400 ml.,1.27,100ml,4.016
3037,4.19,2.33 /100ml,Mascarilla instantanea reconstructora para pelo largo y danado Rapid Reviver Dream Long L'Oreal Elvive 180 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 180 ml.,2.33,100ml,1.798
3038,2.7,1.35 /100ml,Desodorante en spray dermo invisible 24h Sanex Men 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 200 ml.,1.35,100ml,2.0
3039,4.49,5.99 /100ml,Dentifrico Sensibilidad & Encias Calm Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 75 ml.,5.99,100ml,0.75
3040,2.1,2.10 /ud,Guante de crin Carrefour 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 1 ud.,2.1,ud,1.0
3041,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=528, 50 ml.,3.4,100ml,0.5
3042,8.45,1.06 /ud,Maquinillas desechables Xtreme3 Sensitive Wilkinson 5 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 5 ud.,1.06,ud,7.972
3043,5.69,0.81 /100ml,Champu Aqua Light para pelo graso Pantene 700 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 700 ml.,0.81,100ml,7.025
3044,5.35,2.14 /100ml,Mascarilla intensiva violeta matizadora para el pelo con mechas. decolorado rubio o gris Color Vive L'Oreal Elvive 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 250 ml.,2.14,100ml,2.5
3045,4.39,4.39 /100ml,Protege & Cuida Balsamo After Shave Hidratante Nivea Men 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 100 ml.,4.39,100ml,1.0
3046,4.19,1.40 /100ml,Champu anticaspa y acondicionador Todo en uno Menthol Fresh H&S 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 300 ml.,1.4,100ml,2.993
3047,1.06,0.71 /100ml,Dentifrico Fresh Dentalyss pack de 2 unidades de 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 2 unidades de 75 ml.,0.71,100ml,1.493
3048,1.34,0.11 /ud,Compresas ultra finas con alas noche Teen nightCarrefour 12 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 12 ud.,0.11,ud,12.182
3049,5.6,1.12 /100ml,Enjuague bucal Cuidado Total Listerine 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 500 ml.,1.12,100ml,5.0
3050,4.19,1.86 /100ml,Champu con bambu y biotina Crecimiento Fuerte Miracles Pantene Pro-V 225 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 225 ml.,1.86,100ml,2.253
3051,4.69,1.34 /100ml,Champu Hair Food banana ultra-nutritivo Garnier-Fructis 350 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 350 ml.,1.34,100ml,3.5
3052,2.99,1.49 /100ml,Desodorante en spray extra control proteccion 48h Zero% Sanex 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 200 ml.,1.49,100ml,2.007
3053,1.06,1.77 /100ml,Quitaesmalte suave con glicerina Carrefour 60 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 60 ml.,1.77,100ml,0.599
3054,4.05,5.40 /100ml,Dentifrico para dientes sensibles blanqueante Sensibilidad & Encias Sensodyne 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 75 ml.,5.4,100ml,0.75
3055,3.99,1.33 /100ml,Acondicionador Arcilla Extraordinario para cabello normal L'Oreal-Elvive 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 300 ml.,1.33,100ml,3.0
3056,4.19,1.55 /100ml,Champu Suave y Liso reconstructor de queratina para pelo encrespado apagado Pantene Pro-V 270 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 270 ml.,1.55,100ml,2.703
3057,1.85,3.70 /100ml,Desodorante roll-on Protege&Cuida Nivea Men 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 50 ml.,3.7,100ml,0.5
3058,1.28,0.26 /ud,Cepillo interdental fino Carrefour Soft 5 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 5 ud.,0.26,ud,4.923
3059,4.85,3.03 /100ml,Mascarilla capilar sin siliconas Fuerza & Cuerpo para pelo largo y grueso con biotina + agua de rosas Pro-V Miracles Pantene 160 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 160 ml.,3.03,100ml,1.601
3060,1.49,2.98 /100ml,Desodorante roll-on eficacia 24h con hibisco ecologico Carrefour Soft Bio 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 50 ml.,2.98,100ml,0.5
3061,5.25,1.50 /100ml,Acondicionador Hair Food banana ultra-nutritivo para pelo seco Garnier-Fructis 350 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 350 ml.,1.5,100ml,3.5
3062,1.99,1.99 /100g,Jabon de manos en pastilla suave no perfumado ecologico Carrefour 100 g.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 100 g.,1.99,100g,1.0
3063,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552, 50 ml.,3.4,100ml,0.5
3064,2.75,1.37 /100ml,Desodorante en spray Extrem Protect 72 h Byly 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 72 h Byly 200 ml.,1.37,100ml,2.007
3065,3.39,3.39 /ud,Cepillo dental Pro-Expert extra limpieza medio Oral-B 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 1 ud.,3.39,ud,1.0
3066,1.71,0.12 /ud,Compresas normal con alas ultrafina Carrefour Soft 14 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 14 ud.,0.12,ud,14.25
3067,6.9,1.72 /100ml,Laca Fijadora normal L'Oreal Elnett 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 400 ml.,1.72,100ml,4.012
3068,3.8,1.27 /100ml,Mascarilla capilar Adios Danos para cabello danado Garnier Fructis 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 300 ml.,1.27,100ml,2.992
3069,3.45,0.86 /100ml,Crema reparadora de urea avanzada hidratante para piel aspera o seca Instituto Espanol 400 ml,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 400 ml,0.86,100ml,4.012
3070,1.79,1.79 /ud,Lima de unas fibra de vidrio 180/220 grit Beter 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 1 ud.,1.79,ud,1.0
3071,3.29,1.32 /100ml,Acondicionador reconstituyente Tesoros de Miel para pelo danado Original Remedies Garnier 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 250 ml.,1.32,100ml,2.492
3072,1.5,0.15 /ud,Compresas ultra finas con alas para noche plus Pure Carrefour Soft 10 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 10 ud.,0.15,ud,10.0
3073,2.05,0.11 /ud,Compresa extraplana Ausonia 18 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 18 ud.,0.11,ud,18.636
3074,1.46,0.49 /100ml,Mascarilla capilar cabello tenido o con mechas Les Cosmetiques Kera Science 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 300 ml.,0.49,100ml,2.98
3075,5.09,1.27 /100ml,Champu hidratacion leche de coco bio:renew Herbal Essences 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 400 ml.,1.27,100ml,4.008
3076,2.09,2.09 /ud,Vaselina perfumada Gal 15 g.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 15 g.,2.09,ud,1.0
3077,1.85,3.70 /100ml,Desodorante roll-on Cool Kick Nivea 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 50 ml.,3.7,100ml,0.5
3078,9.95,1.11 /100ml,Champu anticaspa Apple Fresh H&S 900 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 900 ml.,1.11,100ml,8.964
3079,6.19,0.95 /100ml,Champu anticaspa Classic H&S 650 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 650 ml.,0.95,100ml,6.516
3080,0.72,1.44 /100ml,Desodorante roll-on perfume floral 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 50 ml.,1.44,100ml,0.5
3081,1.05,0.70 /100ml,Desodorante en spray para hombre Perfume musk 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 150 ml.,0.7,100ml,1.5
3082,7.55,1.89 /100ml,Desodorante en spray Marine Axe pack de 2 unidades de 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 2 unidades de 200 ml.,1.89,100ml,3.995
3083,0.71,0.95 /100ml,Dentifrico blanqueador Dentalyss White Carrefour 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 75 ml.,0.95,100ml,0.747
3084,4.55,0.15 /ud,Tampones superplus Tampax 30 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 30 ud.,0.15,ud,30.333
3085,1.2,0.16 /100ml,Gel de ducha Thermal Carrefour 750 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 750 ml.,0.16,100ml,7.5
3086,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576, 50 ml.,3.4,100ml,0.5
3087,5.29,1.76 /100ml,Champu anticaspa prevencion caida 7 en 1 Eficaz H&S 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 7 en 1 Eficaz H&S 300 ml.,1.76,100ml,3.006
3088,4.29,1.07 /100ml,Body milk nutricion esencial para piel seca Cuidado Nutritivo Dove 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 400 ml.,1.07,100ml,4.009
3089,0.9,1.20 /100ml,Dentifrico protect encias gengive Dentalyss 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 75 ml.,1.2,100ml,0.75
3090,6.45,0.27 /ud,Compresa para incontinencia discreet normal Tena 24 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 24 ud.,0.27,ud,23.889
3091,3.85,1.92 /100ml,Gel limpiador botanico con hoja de te verde piel mixta Garnier Skin Active 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 200 ml.,1.92,100ml,2.005
3092,1.95,0.65 /100ml,Jabon de manos liquido Vintage Bronze cedro & sandalo Soft Carrefour 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 300 ml.,0.65,100ml,3.0
3093,0.8,1.60 /100ml,Desodorante roll-on control cotton 48h 0% alcohol Carrefour Soft 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 50 ml.,1.6,100ml,0.5
3094,2.99,1.49 /100ml,Crema hidratante cara y cuerpo con karite ecologica Carrefour Soft Bio 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 200 ml.,1.49,100ml,2.007
3095,2.19,1.09 /100ml,Quitaesmalte suave Easy Pump Carrefour 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 200 ml.,1.09,100ml,2.009
3096,4.69,1.56 /100ml,Mascarilla capilar nutritiva para cabello muy danado ultra reparadora 2 en 1 Ultimate Repair Gliss 300 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 2 en 1 Ultimate Repair Gliss 300 ml.,1.56,100ml,3.006
3097,5.09,2.04 /100ml,Mascarilla capilar hidratacion leche de coco bio:renew Herbal Essences 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 250 ml.,2.04,100ml,2.495
3098,1.95,0.49 /100ml,Crema corporal reafirmante Q10 Carrefour 400 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 400 ml.,0.49,100ml,3.98
3099,1.45,0.06 /ud,Compresas ultrafinas super con alas 24 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 24 ud.,0.06,ud,24.167
3100,10.49,2.62 /ud,Recambios maquinilla Venus Smooth Sensitive Gillette 4 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 4 ud.,2.62,ud,4.004
3101,4.49,1.15 /100ml,Mascarilla intensiva 3 en 1 macadamia alisadora para cabello seco y rebelde Garnier Fructis Hair Food 390 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 3 en 1 macadamia alisadora para cabello seco y rebelde Garnier Fructis Hair Food 390 ml.,1.15,100ml,3.904
3102,3.75,0.25 /100ml,Gel de ducha elixir de argan Natural Honey 1.5 l.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,,0.25,100ml,15.0
3103,1.4,0.70 /ud,Desodorante en spray antitranspirante 48h Cream Care Carrefour Soft 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 200 ml.,0.7,ud,2.0
3104,1.06,1.77 /100ml,Gel de ducha Classique Original Moussel 60 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 60 ml.,1.77,100ml,0.599
3105,4.49,1.28 /100ml,Champu Hair Food papaya reparador Garnier-Fructis 350 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 350 ml.,1.28,100ml,3.508
3106,3.15,0.05 /ud,Protegeslip normal multiforma Evax 58 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 58 ud.,0.05,ud,63.0
3107,4.07,1.63 /100ml,Desodorante en spary cucumber anti-transpirante 48h. Dove 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 250 ml.,1.63,100ml,2.497
3108,3.49,1.40 /100ml,Desodorante en spray Protege & Cuida Nivea Men 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 250 ml.,1.4,100ml,2.493
3109,2.19,2.19 /ud,Protegeslips Carefree cotton feel normal 40 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 40 ud.,2.19,ud,1.0
3110,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600, 50 ml.,3.4,100ml,0.5
3111,5.49,7.32 /100ml,Dentifrico con fluor de uso diario Complete Proteccion Blanqueante Parodontax 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 75 ml.,7.32,100ml,0.75
3112,4.55,2.27 /100ml,Gel de afeitado pieles sensibles con aloe Ultra Sensitive Fusion5 Gillette 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 200 ml.,2.27,100ml,2.004
3113,3.25,0.90 /100ml,Champu para cabello fragil y fino con mezcla Pro-V. antioxidantes y lipidos Superalimento BB7 Fuerza & Cuerpo Pantene Pro-V 360 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 360 ml.,0.9,100ml,3.611
3114,1.52,0.51 /100ml,Mascarilla capilar revitalizante cabello fragil Resist Plus,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,,0.51,100ml,2.98
3115,2.09,0.21 /ud,Maquinilla desechable para hombre de doble hoja con cabezal pivotante Carrefour 10 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 10 ud.,0.21,ud,9.952
3116,4.19,2.09 /100ml,Acondicionador sin siliconas Volumen&Nutricion Pantene Pro-V Miracles 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 200 ml.,2.09,100ml,2.005
3117,11.25,11.25 /100ml,Gel lubricante naturals H2O original Durex 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 100 ml.,11.25,100ml,1.0
3118,3.29,3.29 /ud,Cepillo de dientes suave elimina las bacterias bucales 360 Colgate 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 360 Colgate 1 ud.,3.29,ud,1.0
3119,4.19,4.19 /ud,Cepillo de dientes encias revitalizante Colgate 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 1 ud.,4.19,ud,1.0
3120,3.89,1.94 /100ml,Acondicionador intensivo para pelo apagado o encrespado Suave & Liso 3Min Miracle Pantene Pro-V 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 200 ml.,1.94,100ml,2.005
3121,7.65,1.53 /100ml,Colutorio diario para el cuidado de encias Parodontax 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 500 ml.,1.53,100ml,5.0
3122,3.59,0.72 /100ml,Gel de ducha exfoliante con minerales exfoliantes para limpieza diaria Dove 500 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 500 ml.,0.72,100ml,4.986
3123,3.09,1.24 /100ml,Desodorante en spray Invisible on Black and White Clothes Rexona 250 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 250 ml.,1.24,100ml,2.492
3124,1.99,1.99 /ud,Esmalte de unas 60 segundos 722 all nails on deck Rimmel London 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 60 segundos 722 all nails on deck Rimmel London 1 ud.,1.99,ud,1.0
3125,22.2,5.55 /ud,Recambio cepillo dental electrico Cross Action Oral-B 4 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 4 ud.,5.55,ud,4.0
3126,1.55,0.39 /100ml,Champu revitalizante Resist Plus con arginina Kera Science,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,,0.39,100ml,3.974
3127,3.09,1.24 /100ml,Desodorante en spray invisible Ice Fresh Rexona 250 ml. ,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 250 ml. ,1.24,100ml,2.492
3128,5.29,0.88 /100ml,Champu suave calmante con crema de arroz y leche de avena Original Remedies 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 600 ml.,0.88,100ml,6.011
3129,2.39,0.20 /ud,Toallitas intimas Chilly 12 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 12 ud.,0.2,ud,11.95
3130,4.45,2.22 /100ml,Crema depilatoria piel sensible cuerpo & piernas minima Veet 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 200 ml.,2.22,100ml,2.005
3131,1.7,3.40 /100ml,Desodorante roll-on antitranspirante 48h 0% Alcohol Original Dove 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624, 50 ml.,3.4,100ml,0.5
3132,3.15,3.15 /ud,Kit de viaje Colgate: dentifrico original 20 ml. cepillo de dientes 1 ud. y estuche 1 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648, 20 ml. cepillo de dientes 1 ud. y estuche 1 ud.,3.15,ud,1.0
3133,3.32,0.92 /100ml,Champu Fuerza y Brillo 2en1 para cabello normal Garnier-Fructis 360 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648, 360 ml.,0.92,100ml,3.609
3134,0.71,0.95 /100ml,Dentifrico expert + herbal 10 en 1 Dentalyss 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648, 10 en 1 Dentalyss 75 ml.,0.95,100ml,0.747
